SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513043,REMI EDEL   ,XT,Q,31.75,31.75,30.75,30.80,30.80,30.45,5,232,7186.00,
513059,G.S.AUTO INT,XT,Q,4.99,4.99,4.99,4.99,4.99,5.25,1,200,998.00,
513097,SHIV.BIMETAL,X ,Q,70.40,75.00,65.20,67.25,67.75,67.65,148,17697,1208591.00,
513108,GANDHI SP.TU,B ,Q,300.00,309.65,284.00,287.30,287.30,301.25,55,465,135480.00,
513117,AMFORGE IND.,X ,Q,0.89,0.89,0.89,0.89,0.89,0.89,7,4443,3954.00,
513121,ORICON ENT  ,B ,Q,19.90,19.95,18.60,19.10,18.90,19.75,130,19347,371452.00,
513142,BALASORE    ,X ,Q,12.03,12.03,12.03,12.03,12.03,11.46,63,36056,433753.00,
513179,NAT STL AGRO,T ,Q,2.12,2.15,2.12,2.12,2.12,2.23,16,3270,6945.00,
513216,UTTAM GALVA ,B ,Q,7.75,7.84,7.60,7.63,7.61,7.81,20,844,6471.00,
513228,PENNAR STEEL,B ,Q,28.15,28.30,27.20,27.35,27.40,28.60,76,9545,266269.00,
513252,JAY USHIN   ,XT,Q,236.00,236.00,230.00,235.75,230.00,234.00,2,26,6130.00,
513262,ST.STR.WHEEL,B ,Q,777.20,787.00,777.00,783.35,787.00,784.50,36,584,456749.00,
513269,MAN IND.(I) ,B ,Q,43.20,43.20,37.30,38.15,37.70,41.10,157,3583,141638.00,
513335,METALFORGE  ,T ,Q,5.65,6.23,5.65,5.65,6.20,5.94,68,16319,92336.00,
513343,GRAND FOUND ,T ,Q,2.49,2.49,2.49,2.49,2.49,2.38,4,2301,5729.00,
513349,AJMERA      ,B ,Q,116.80,116.80,111.75,112.95,112.95,117.90,86,1701,194210.00,
513353,COCHIN MIN. ,X ,Q,198.70,198.70,181.10,182.80,184.00,194.80,20,329,61955.00,
513359,PARINFRA    ,X ,Q,0.50,0.50,0.50,0.50,0.50,0.52,1,200,100.00,
513361,ISW LTD     ,X ,Q,0.49,0.49,0.49,0.49,0.49,0.54,32,89429,43820.00,
513369,RAJKUMAR FRG,X ,Q,29.95,29.95,29.45,29.45,29.45,29.95,2,257,7618.00,
513375,CARBORUNDUM ,A ,Q,284.20,284.20,272.55,274.70,275.00,279.75,49,427,118418.00,
513377,MINERAL&METL,A ,Q,19.10,19.60,18.55,18.85,18.75,19.20,460,68578,1311084.00,
513403,PM TELELINN ,X ,Q,2.91,3.00,2.91,3.00,3.00,3.06,2,2,5.00,
513414,SMPL        ,T ,Q,0.33,0.33,0.33,0.33,0.33,0.32,1,2,0.00,
513418,SMFIL       ,Z ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,4609,875.00,
513434,TATA METALIK,A ,Q,521.00,530.00,503.75,508.35,504.85,509.20,183,1867,962911.00,
513436,SHAH ALLOYS ,B ,Q,8.79,8.79,8.50,8.50,8.50,9.00,4,60,514.00,
513446,MONNETISPA  ,B ,Q,14.35,14.65,14.15,14.25,14.30,14.55,99,5733,82483.00,
513498,SOUTH.MAGNES,XT,Q,13.55,13.55,13.55,13.55,13.55,14.25,1,100,1355.00,
513509,KALYANI FORG,T ,Q,166.00,174.00,166.00,174.00,174.00,169.10,2,3,506.00,
513515,S.R.INDUS.  ,X ,Q,0.68,0.68,0.68,0.68,0.68,0.69,2,1200,816.00,
513517,STEELCAST   ,X ,Q,114.00,114.00,111.10,111.10,111.10,111.10,4,300,33810.00,
513519,PITTIENG    ,B ,Q,33.60,34.80,32.60,33.75,33.80,34.80,40,4816,161972.00,
513532,PRADEEP MET.,X ,Q,57.95,58.00,54.00,57.80,54.10,56.45,9,151,8725.00,
513554,MAHA STEEL  ,T ,Q,112.55,123.80,112.50,122.45,123.45,118.40,21,2013,237469.00,
513566,NOVA IRON&ST,XT,Q,7.13,7.13,6.78,6.78,6.78,7.13,4,8,54.00,
513599,HIND.COPPER ,A ,Q,31.25,31.30,30.10,30.45,30.45,31.10,347,65875,2015558.00,
513605,SRIPIPES    ,B ,Q,170.45,171.75,166.70,168.30,168.45,171.15,103,4644,785597.00,
513683,NLCINDIA    ,A ,Q,54.45,54.80,53.90,54.65,54.75,54.75,65,4795,261115.00,
513687,SPECTRA IND.,XT,Q,1.56,1.56,1.56,1.56,1.56,1.64,1,1,1.00,
513691,JMT AUTO LTD,T ,Q,1.40,1.40,1.29,1.29,1.29,1.35,18,24757,33106.00,
513693,KIC METALIKS,X ,Q,41.50,47.80,41.50,44.20,43.20,43.25,29,3476,155589.00,
513699,SOLID STONE ,X ,Q,27.25,27.25,27.25,27.25,27.25,27.80,1,1,27.00,
513703,KUMAR WIRE  ,XT,Q,38.90,38.90,38.90,38.90,38.90,39.05,1,1,38.00,
513709,SHILP GRAVUR,X ,Q,65.50,66.95,65.50,66.00,66.00,64.80,12,426,27988.00,
513713,WHITEORG    ,X ,Q,8.52,8.90,8.30,8.62,8.62,8.23,409,98294,851109.00,
513729,ARO GRANITE ,B ,Q,35.70,35.70,35.10,35.10,35.10,35.95,4,11,388.00,
514030,DEEPAK SPINN,X ,Q,79.80,80.00,78.00,78.00,78.00,78.00,4,470,37189.00,
514034,JBF IND.LTD ,B ,Q,7.26,7.50,7.22,7.22,7.22,7.60,20,23463,170382.00,
514043,HIMAT.SEIDE ,B ,Q,130.35,130.35,125.00,125.75,126.10,129.90,163,3539,452305.00,
514045,BSL LTD.    ,B ,Q,25.00,25.00,23.60,23.65,23.65,24.40,7,108,2568.00,
514087,PBM POLYTEX ,X ,Q,48.40,49.65,43.10,47.30,47.30,48.50,6,205,9865.00,
514138,SURYALATA SP,X ,Q,121.25,126.20,121.25,125.00,125.00,121.25,5,2994,370888.00,
514142,TT LTD.     ,B ,Q,34.05,36.85,33.20,34.05,34.00,35.15,45,1412,49202.00,
514162,WELSPUN (I) ,A ,Q,47.05,47.60,41.00,47.20,46.85,47.75,201,41142,1840249.00,
514165,IND.ACRYLICS,X ,Q,11.32,11.80,10.40,10.48,10.40,11.35,133,50907,550955.00,
514167,GANESH ECOSP,B ,Q,249.75,251.95,248.20,251.90,251.95,252.10,13,317,79586.00,
514175,VARDHMAN POL,T ,Q,3.12,3.12,3.12,3.12,3.12,3.28,1,500,1560.00,
514183,BLA ROS IND ,XT,Q,60.00,60.50,56.05,56.95,58.50,58.95,70,21756,1246376.00,
514197,ST CORP     ,XT,Q,7.54,7.54,7.54,7.54,7.54,7.93,2,100,754.00,
514211,SUMEET INDUS,B ,Q,2.71,2.79,2.55,2.60,2.61,2.71,29,13234,34988.00,
514215,BINNY LTD.  ,X ,Q,89.00,90.15,89.00,89.00,89.00,91.40,14,3020,271236.00,
514234,SANGAM INDIA,B ,Q,52.40,52.85,40.00,40.70,40.05,48.95,602,35698,1642378.00,
514240,KUSHIND     ,XT,Q,1.00,1.00,1.00,1.00,1.00,1.01,1,1,1.00,
514248,SREECHEM RES,P ,Q,4.50,4.50,4.50,4.50,4.50,4.50,1,100,450.00,
514264,SEASONS TEXT,X ,Q,5.65,6.98,5.65,6.47,6.47,6.99,147,24522,156844.00,
514266,ZENITH FIBRE,X ,Q,49.00,49.00,44.75,47.75,47.75,47.10,27,1257,56940.00,
514274,AARVEE DENIM,B ,Q,14.50,14.50,13.00,13.95,14.50,13.25,44,2017,26812.00,
514286,ASHIMA LTD. ,B ,Q,6.86,6.86,6.86,6.86,6.86,7.00,8,310,2126.00,
514300,PIONEER EMB ,B ,Q,23.00,23.90,21.50,22.30,23.00,23.70,71,647,14271.00,
514302,VIPPY SPIN. ,X ,Q,39.00,39.00,37.75,37.75,37.75,37.80,7,2140,82137.00,
514326,PATSPIN INDI,B ,Q,6.29,6.29,5.55,5.97,5.99,6.78,17,2045,12150.00,
514330,OVERSEAS SYN,X ,Q,6.07,6.07,6.07,6.07,6.07,6.19,6,3255,19757.00,
514332,NEOINFRA    ,XT,Q,30.50,31.50,30.25,31.50,31.50,31.50,4,2100,65537.00,
514354,PREMIER POLY,B ,Q,21.05,21.05,21.00,21.00,21.00,21.00,8,26,546.00,
514394,AJIL        ,X ,Q,13.75,13.75,13.75,13.75,13.75,14.00,12,1774,24392.00,
514400,GARWARE SYN.,XT,Q,3.09,3.09,3.09,3.09,3.09,3.25,2,105,324.00,
514418,MANORG      ,X ,Q,271.50,278.90,265.20,267.80,268.00,276.20,264,11443,3114882.00,
514428,HINDU.ADHESI,X ,Q,80.00,84.00,76.20,83.50,83.50,84.00,8,250,20284.00,
514442,SRI KPR IND ,X ,Q,16.50,16.50,16.50,16.50,16.50,15.80,4,31,511.00,
514448,JYOTI RESINS,X ,Q,151.15,158.45,150.25,150.75,150.35,158.15,47,1992,302940.00,
514450,MAHA.RUBTECH,X ,Q,33.05,35.00,33.05,34.10,34.50,35.00,17,1254,42134.00,
514470,WIMSOME TEXT,X ,Q,18.05,21.20,18.05,18.20,18.20,19.30,8,392,7432.00,
514486,POLYGENTA TE,XT,Q,1.51,1.51,1.51,1.51,1.51,1.44,1,1,1.00,
515030,ASAHI IN.GLA,A ,Q,185.00,185.00,178.20,180.40,179.95,185.25,169,1166,213534.00,
515037,MURD.CERAM  ,B ,Q,13.53,13.53,13.21,13.21,13.21,13.65,8,713,9487.00,
515043,SAINT-GOBAIN,X ,Q,42.00,42.80,40.10,40.45,40.45,42.05,232,23600,965349.00,
515055,ANANTRAJ    ,B ,Q,26.10,26.25,25.25,25.60,25.65,26.20,153,21366,548555.00,
515085,RESTILE CER.,XT,Q,2.50,2.62,2.38,2.50,2.50,2.50,7,3551,8689.00,
515093,MADHAV MARB.,B ,Q,24.00,24.00,23.00,23.00,23.00,25.00,3,50,1175.00,
515145,HIND.NAT.GLS,T ,Q,25.35,25.35,24.65,24.70,24.65,24.15,3,202,5119.00,
515147,HALDYN GLASS,X ,Q,25.50,25.90,24.00,24.80,25.25,25.00,63,10037,247882.00,
516003,DUROPLY     ,X ,Q,52.05,59.65,52.05,52.50,52.50,53.15,5,160,8393.00,
516007,MANGALAM TIM,T ,Q,7.75,7.75,7.22,7.65,7.65,7.60,4,622,4502.00,
516016,SHREYANS IND,B ,Q,107.55,108.75,105.60,107.55,107.55,111.30,34,1464,156066.00,
516022,STAR PAPER  ,B ,Q,84.40,84.40,81.00,81.20,81.00,84.55,62,1812,149249.00,
516030,YASH PAPERS ,X ,Q,39.95,39.95,38.10,38.20,38.10,39.65,36,2422,94030.00,
516062,NAT.PLYWOOD ,XT,Q,26.40,26.40,26.40,26.40,26.40,25.50,2,400,10560.00,
516064,ARROWGREEN  ,T ,Q,46.35,49.50,46.35,46.70,46.70,48.75,14,1095,51248.00,
516072,VISHNU CHEM ,B ,Q,106.80,106.80,100.00,101.40,100.00,108.30,14,202,20796.00,
516078,JUMBO BAG   ,Z ,Q,10.29,10.80,10.29,10.80,10.80,10.29,3,116,1206.00,
516082,N.R.AGARWAL ,B ,Q,172.30,176.00,170.00,170.40,170.40,175.25,117,1178,203873.00,
516086,SH.RAJES.PAP,XT,Q,6.76,7.40,6.76,6.77,6.76,7.11,7,4704,34660.00,
516092,3PLAND      ,B ,Q,7.30,7.30,7.30,7.30,7.30,8.11,3,1004,7329.00,
516096,SANGAL PAPER,XT,Q,70.00,70.00,68.15,68.15,68.15,68.15,7,392,26717.00,
516106,SH.KARTHIK P,XT,Q,5.70,5.70,5.42,5.42,5.42,5.70,2,78,433.00,
516108,S.I.PAPER   ,XT,Q,71.30,74.95,71.25,72.50,72.50,75.00,34,2808,202729.00,
517015,VINDHYA TELE,B ,Q,805.40,811.00,776.60,793.60,793.00,806.70,147,681,538080.00,
517035,RUTTONSHA IN,X ,Q,39.80,39.80,37.50,37.55,37.55,37.10,6,215,8120.00,
517041,ADORWELDING ,B ,Q,282.55,290.00,282.50,288.50,289.50,283.15,26,548,155007.00,
517059,SALZER ELEC ,B ,Q,112.00,113.80,110.60,112.40,112.40,113.85,33,814,91393.00,
517063,JETINFOTRAN ,XT,Q,33.30,33.30,33.30,33.30,33.30,35.00,5,172,5727.00,
517080,HIGHGROUND  ,B ,Q,1.65,1.79,1.63,1.69,1.79,1.71,346,29162,48974.00,
517119,PCS TECH    ,X ,Q,6.47,6.47,6.47,6.47,6.47,6.81,3,105,679.00,
517146,USHA MART.LT,B ,Q,22.85,24.10,22.85,23.00,23.15,23.40,94,14170,332337.00,
517166,SPEL SEMICON,X ,Q,4.69,4.69,3.70,3.70,3.70,4.30,46,23055,89007.00,
517168,SUBROS LTD. ,B ,Q,225.45,241.50,225.15,232.35,229.90,220.60,1083,30607,7164686.00,
517174,HONEYWELL   ,A ,Q,23032.95,23212.80,22933.55,22942.50,22943.95,23221.45,23,47,1083502.00,
517201,SWITCH.TECH.,X ,Q,53.50,54.25,49.15,49.15,49.15,51.70,4,103,5302.00,
517206,LUMAX IND   ,B ,Q,1234.95,1234.95,1164.00,1200.85,1207.10,1191.15,59,298,356294.00,
517214,SPICEMOBI   ,T ,Q,7.36,7.99,7.36,7.99,7.99,7.74,2,22,165.00,
517236,CALCOM VISIO,X ,Q,19.70,19.70,17.95,18.00,18.00,18.05,10,971,17487.00,
517238,DYNAVISION  ,XT,Q,45.55,45.85,45.55,45.85,45.85,43.70,3,202,9250.00,
517246,BCC FUBA    ,XT,Q,9.71,9.71,9.71,9.71,9.71,9.25,1,10,97.00,
517258,PRECISION EL,XT,Q,34.90,34.90,34.90,34.90,34.90,33.25,1,2,69.00,
517271,HBL P SYS   ,B ,Q,15.00,15.15,14.05,14.15,14.15,15.20,131,32205,470015.00,
517288,GUJARATPOLY ,X ,Q,14.00,14.95,13.80,13.80,13.80,14.50,21,1207,16744.00,
517300,GUJ.IND.POW.,B ,Q,71.50,72.30,71.40,71.50,71.40,72.00,88,4780,342802.00,
517330,CMI LTD.    ,B ,Q,57.20,57.40,55.40,56.00,56.00,58.50,97,1057,59765.00,
517334,MOTHERSON SS,A ,Q,98.90,99.60,95.25,96.85,96.85,98.10,1794,299690,29160614.00,
517344,MINDTECK (I),B ,Q,31.65,31.75,30.10,31.45,31.75,32.00,172,13185,415459.00,
517354,HAVELLSINDIA,A ,Q,678.20,686.70,642.00,651.40,651.40,677.50,2122,61632,40833679.00,
517370,INCAP LTD.  ,XT,Q,24.00,25.20,22.80,22.90,25.20,24.00,4,1130,26976.00,
517372,GUJ.INTRUX  ,X ,Q,71.00,71.00,70.45,70.45,70.45,73.90,2,200,14092.00,
517380,IGARSHI MOT ,B ,Q,209.90,214.50,195.30,195.40,195.40,205.55,185,4604,919052.00,
517385,SYMPHONY    ,A ,Q,1229.75,1234.00,1205.00,1226.00,1225.00,1229.70,54,692,850622.00,
517399,VXL INSTRUM.,XT,Q,2.88,2.88,2.88,2.88,2.88,3.03,2,1751,5042.00,
517415,LEE&NEE SOFT,XT,Q,1.10,1.10,1.10,1.10,1.10,1.10,1,5,5.00,
517417,PATEL AIRTEM,X ,Q,88.35,88.35,85.00,86.10,86.10,88.85,7,420,36162.00,
517421,BFLYGANDHI  ,B ,Q,156.10,156.10,146.90,149.05,147.75,157.95,123,1879,281268.00,
517437,DUTRON POLY.,XT,Q,156.00,156.00,141.55,141.55,141.55,149.00,6,12,1726.00,
517447,R.S.SOFTWARE,B ,Q,19.65,20.30,18.30,18.55,18.45,19.65,320,12449,242029.00,
517449,MAGNA ELECTR,X ,Q,162.00,162.00,156.20,157.45,156.20,160.45,22,1142,182505.00,
517463,LINAKS MICRO,XT,Q,0.62,0.62,0.59,0.59,0.59,0.62,2,601,369.00,
517477,ELNET TECH. ,X ,Q,97.00,97.00,97.00,97.00,97.00,101.95,2,550,53350.00,
517494,ACCEL       ,X ,Q,6.48,6.49,6.10,6.49,6.49,6.50,4,640,4137.00,
517498,WEBELSOLAR  ,B ,Q,19.00,19.10,19.00,19.00,19.00,20.00,69,4852,92223.00,
517500,ROTO PUMPS  ,X ,Q,116.90,117.90,112.00,113.50,113.50,116.50,71,5149,593082.00,
517506,TTK PRESTIGE,A ,Q,5767.00,5802.00,5744.25,5770.55,5776.45,5778.15,20,27,155912.00,
517514,DHINDIA     ,X ,Q,17.75,17.75,16.20,16.90,16.20,16.60,12,2950,50725.00,
517522,RAJ GLO WIR ,X ,Q,749.70,750.00,715.00,716.85,715.00,749.25,57,692,501323.00,
517530,SURANATP    ,B ,Q,3.66,3.95,3.66,3.81,3.95,4.00,2,218,829.00,
517536,ONWARD TECHN,B ,Q,61.30,61.30,60.05,60.05,60.05,62.30,9,679,41147.00,
517544,CENTUM ELEC ,B ,Q,394.00,395.05,367.05,373.25,380.00,397.00,85,1023,388006.00,
517548,STARLITE COM,X ,Q,9.85,10.50,9.30,9.58,9.30,9.50,20,2258,21506.00,
517554,NHCFOODS    ,X ,Q,6.38,6.38,6.08,6.21,6.21,6.39,12,8900,55520.00,
517562,TRIGYN TECH ,B ,Q,51.20,51.20,49.70,50.05,50.10,52.30,28,480,24257.00,
517569,KEI INDUST. ,A ,Q,453.60,462.90,453.05,459.95,457.60,453.85,489,9278,4257505.00,
518011,KEERTHI     ,XT,Q,57.50,57.50,56.65,57.50,57.50,54.80,34,4735,271007.00,
518029,GUJ.SIDH.CEM,B ,Q,17.55,17.55,17.05,17.15,17.15,17.35,11,2381,41277.00,
518091,ANJANI PORTL,B ,Q,147.50,147.50,139.50,143.50,143.50,146.00,69,855,122152.00,
519031,SHAH FOOD(P),X ,Q,43.00,46.70,42.30,46.70,46.70,44.50,7,718,30725.00,
519091,TASTY BITE  ,B ,Q,8600.00,8600.00,8600.00,8600.00,8600.00,8665.10,1,1,8600.00,
519097,RITESH INTER,XT,Q,4.86,4.86,4.86,4.86,4.86,4.86,1,151,733.00,
519105,AVT NATURAL ,B ,Q,20.60,22.90,20.10,21.35,21.30,21.00,102,15277,330764.00,
519126,HIND.FOODS  ,X ,Q,407.00,413.95,394.20,403.35,403.35,414.90,20,190,76932.00,
519136,NAHAR INDUST,B ,Q,24.90,24.90,23.35,23.95,23.70,24.90,175,22168,526859.00,
519152,VADILAL ENT ,XT,Q,940.00,971.00,878.80,922.95,970.00,925.05,9,26,23195.00,
519156,VADILAL IND ,B ,Q,565.00,567.30,555.05,562.20,559.50,564.05,21,234,131826.00,
519183,ADF FOODS LT,B ,Q,257.25,261.55,252.15,255.00,255.00,255.20,372,5987,1545430.00,
519214,WILLIAM.FIN.,XT,Q,12.00,12.00,11.95,11.95,11.95,12.00,2,52,621.00,
519216,AJANTA SOYA ,XT,Q,25.30,25.30,23.35,23.50,23.40,24.10,9,660,15951.00,
519224,WILLIAM.MAGO,B ,Q,16.20,17.80,14.60,15.85,15.85,16.20,78,658,10519.00,
519248,JVL AGRO    ,Z ,Q,0.95,0.99,0.95,0.99,0.99,0.95,9,5142,4912.00,
519260,SANWARIA    ,B ,Q,3.70,3.71,3.42,3.42,3.42,3.59,424,965180,3316709.00,
519262,PRIMA AGRO L,XT,Q,8.84,8.84,8.50,8.50,8.50,8.42,8,576,5050.00,
519285,TARAI FOODS ,XT,Q,3.85,3.85,3.83,3.83,3.83,3.67,4,1075,4137.00,
519287,MODERN DAIRI,X ,Q,3.66,3.67,3.33,3.33,3.33,3.50,51,32705,114057.00,
519295,BAMBINO AGRO,X ,Q,150.00,151.10,150.00,151.00,151.00,154.00,3,67,10121.00,
519307,VIKAS WSP   ,X ,Q,12.03,12.03,11.60,12.03,12.03,11.46,785,1091806,13113033.00,
519319,JATALIA     ,XT,Q,3.94,3.94,3.94,3.94,3.94,3.76,3,9,35.00,
519359,POONA DAL   ,X ,Q,27.10,27.10,26.00,26.65,26.95,26.60,13,163,4254.00,
519397,SHARAT INDUS,XT,Q,27.85,27.85,27.85,27.85,27.85,28.40,1,100,2785.00,
519421,KSE LIMITED ,XT,Q,1030.05,1049.95,1030.00,1039.95,1039.95,1049.70,29,1505,1551638.00,
519455,NARBADA     ,X ,Q,53.80,58.00,53.80,57.40,57.40,56.60,89,25152,1431794.00,
519475,CHORDIA FOOD,X ,Q,133.60,133.60,133.60,133.60,133.60,140.00,1,9,1202.00,
519491,OCEAN AGRO  ,X ,Q,16.05,22.00,16.05,17.85,22.00,18.35,17,2440,43595.00,
519500,BKV INDUSTRS,XT,Q,2.47,2.47,2.47,2.47,2.47,2.47,1,10,24.00,
519552,HERITGFOOD  ,A ,Q,337.00,337.00,329.20,330.55,332.35,339.40,118,308,102014.00,XD
519560,NEHA INTER. ,X ,Q,1.13,1.13,1.13,1.13,1.13,1.18,10,66450,75088.00,
519566,SIMRAN FARMS,X ,Q,69.00,70.00,63.05,63.70,63.05,69.00,73,5226,354345.00,
519588,DFM FOODS   ,B ,Q,262.05,262.05,260.65,260.65,260.65,265.00,4,42,10996.00,
519600,CCL PRODUCTS,A ,Q,244.90,246.15,242.70,244.25,244.50,245.60,34,452,110464.00,
519602,KELLTONTEC  ,B ,Q,17.90,18.00,17.20,17.60,18.00,18.10,131,50673,890242.00,
520008,RICO AUTO   ,B ,Q,39.65,40.40,37.10,37.95,37.95,39.10,340,33326,1305025.00,
520021,OMAX AUTOS. ,B ,Q,44.30,46.60,42.50,43.90,44.45,42.40,322,21979,1002319.00,
520043,MUNJAL SHOWA,B ,Q,132.00,141.40,125.00,127.75,126.20,130.90,271,4287,567209.00,
520051,JAMNA AUTO  ,A ,Q,33.90,34.45,33.00,33.55,33.95,32.75,1242,132350,4427535.00,
520056,SUNDAR.CLAY ,A ,Q,1847.00,1852.95,1771.75,1785.20,1781.95,1788.45,72,432,771188.00,
520057,JTEKTINDIA  ,B ,Q,76.65,77.05,71.40,71.75,71.45,75.55,185,9154,684826.00,
520059,MUNAUTO     ,B ,Q,36.60,41.30,36.60,37.45,37.45,34.80,1147,152720,5938313.00,
520066,JAYBH.MARUTI,B ,Q,156.70,174.50,153.10,163.20,163.20,159.20,1755,55771,9317196.00,
520073,RACLGEAR    ,X ,Q,65.55,65.60,63.00,63.25,63.25,66.75,38,1439,93087.00,
520075,SAMKRG PIST.,X ,Q,99.05,100.95,91.10,94.40,94.00,102.95,136,9305,892311.00,
520086,SICAL LOG   ,B ,Q,38.70,38.90,35.45,35.45,35.45,37.30,429,69473,2526171.00,
520113,VESUVIUS IND,B ,Q,930.95,952.00,930.95,944.50,946.00,914.90,46,999,941322.00,
520119,AUTOMOTIVE S,B ,Q,31.05,31.90,31.00,31.60,31.80,31.75,51,318,9944.00,
520123,ABC INDIA   ,X ,Q,51.00,55.00,51.00,53.15,53.00,51.65,37,6367,341484.00,
520127,BALURGHAT TE,X ,Q,5.40,5.46,5.40,5.46,5.46,5.20,11,4800,26148.00,
520151,SHREY SH LOG,B ,Q,78.25,78.25,72.10,73.25,73.25,80.10,136,1449,106800.00,
520155,STARLOG     ,X ,Q,19.00,19.00,19.00,19.00,19.00,19.00,1,1,19.00,
521016,INDO COUNT  ,B ,Q,44.30,44.80,43.60,44.35,44.25,44.85,85,8382,371484.00,
521018,MARAL OVERS ,B ,Q,16.00,17.00,15.60,16.85,16.85,16.50,12,1120,17672.00,
521034,SOMA TEXTILE,B ,Q,2.58,2.84,2.58,2.84,2.84,2.71,31,51177,136557.00,
521064,TRIDENT     ,A ,Q,57.50,57.95,56.60,56.90,57.05,57.85,194,14965,855095.00,
521068,HISAR SPIN. ,P ,Q,14.82,14.82,14.82,14.82,14.82,14.12,1,500,7410.00,
521070,ALOK INDS.  ,B ,Q,2.84,2.95,2.77,2.83,2.83,2.84,352,1410368,4051797.00,
521082,SPENTEX INDS,T ,Q,0.95,0.95,0.95,0.95,0.95,1.00,1,800,760.00,
521097,AMARJOTHI SP,X ,Q,61.30,61.70,61.00,61.05,61.05,61.70,21,1492,91660.00,
521105,OLYMPIA IND.,X ,Q,9.98,9.98,9.98,9.98,9.98,9.51,3,2462,24570.00,
521109,NAGREEKA EXP,B ,Q,13.98,13.98,12.80,13.95,13.95,13.99,6,147,1895.00,
521113,SUDITI IND. ,X ,Q,18.00,18.00,16.45,16.45,16.45,17.60,5,301,5115.00,
521141,ADITYA SPIN.,XT,Q,4.26,4.27,4.26,4.27,4.26,4.48,5,238,1014.00,
521151,DHANLXMI FAB,X ,Q,20.65,20.65,20.65,20.65,20.65,19.90,1,1,20.00,
521163,ZODIAC CLOTH,B ,Q,203.00,203.90,192.70,193.25,193.00,202.80,208,1001,196291.00,
521178,SRI RAMK.MIL,X ,Q,12.34,12.34,12.34,12.34,12.34,12.98,1,9,111.00,
521180,SUPER SPIN. ,B ,Q,4.00,4.58,3.87,4.19,4.20,3.82,222,54194,239302.00,
521194,SIL INVEST  ,B ,Q,150.00,151.20,145.40,147.95,145.40,154.00,10,189,28115.00,
521200,SURYLAK.COTT,B ,Q,19.30,19.30,17.00,17.00,17.00,18.80,26,2602,46810.00,
521206,SAMTEX FASH.,XT,Q,0.50,0.50,0.50,0.50,0.50,0.51,5,407,203.00,
521210,CITYMAN     ,XT,Q,2.19,2.19,2.19,2.19,2.19,2.23,2,128,280.00,
521216,DHAN ROTO SP,X ,Q,18.10,18.10,18.10,18.10,18.10,19.05,9,535,9683.00,
521220,DAMOINDUS   ,B ,Q,31.90,31.90,29.00,30.20,30.20,31.50,12,82,2475.00,
521226,UNI ROYAL IN,X ,Q,9.95,9.95,9.95,9.95,9.95,9.95,30,3000,29850.00,
521234,SRI NACHAMAI,X ,Q,11.56,11.56,11.56,11.56,11.56,12.16,1,645,7456.00,
521240,SAMBANDAM SP,X ,Q,76.65,76.65,76.65,76.65,76.65,73.00,2,44,3372.00,
521242,KANDAGIRI SP,X ,Q,11.07,12.23,11.07,12.23,12.23,11.65,7,100,1146.00,
521244,CHITRA.SPIN.,XT,Q,4.19,4.19,4.19,4.19,4.19,4.41,1,10,41.00,
521248,KITEX GARMEN,B ,Q,76.15,76.15,74.50,74.55,75.00,76.15,86,4749,357151.00,
522004,BATLIBOI LTD,X ,Q,10.40,10.50,10.25,10.25,10.25,10.40,15,3130,32201.00,
522005,AUSTIN ENGG.,X ,Q,38.90,39.80,38.00,38.00,38.00,38.90,32,6405,244715.00,
522014,UNITED DRILL,X ,Q,66.90,66.90,64.00,66.00,66.00,63.60,8,7731,516444.00,
522017,FLUIDOMAT   ,X ,Q,88.00,88.00,85.00,85.20,85.00,88.00,26,579,49546.00,
522029,WINDSOR MACH,B ,Q,21.90,21.90,21.40,21.50,21.45,21.95,13,727,15655.00,
522034,SHANTHI GEAR,B ,Q,86.30,92.45,86.25,87.25,87.30,88.00,49,2128,189280.00,
522073,HITECHGEAR  ,B ,Q,160.00,171.15,160.00,162.00,162.00,162.35,51,1001,161764.00,
522074,ELGI EQUIP  ,A ,Q,241.10,241.55,240.00,241.55,241.55,243.45,7,200,48180.00,
522101,KILBURN ENGG,X ,Q,19.40,20.30,19.35,19.80,19.80,20.35,7,153,3005.00,
522105,BIRLA PRETEC,X ,Q,6.85,7.07,6.51,6.66,6.53,6.79,93,20531,139816.00,
522108,YUKEN INDIA ,X ,Q,500.00,515.75,452.50,463.40,463.40,493.55,646,8317,4023659.00,
522113,TIMKEN (I)  ,B ,Q,697.00,706.65,695.20,700.75,698.90,697.00,146,400,280632.00,
522122,VOITH PAPER ,X ,Q,764.00,780.00,763.00,764.05,763.00,764.25,23,1081,838622.00,
522134,ARTSON ENG  ,XT,Q,35.35,35.35,33.05,33.75,33.60,33.80,34,5598,189282.00,
522152,SOLITAIR MC ,X ,Q,28.50,28.50,25.85,26.00,26.00,28.60,18,3103,82564.00,
522163,DIAMONPOWER ,Z ,Q,0.68,0.69,0.64,0.64,0.69,0.66,10,7610,4990.00,
522165,INDSIL HYD  ,X ,Q,27.40,27.50,26.50,26.60,26.50,27.50,30,5260,142142.00,
