SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532001,INDUCTO STL.,X ,Q,15.04,15.04,14.98,14.98,14.98,15.76,6,2485,37250.00,
532022,FILAT FASH  ,XT,Q,1.90,1.90,1.90,1.90,1.90,1.99,12,3312,6292.00,
532034,SAFALHBS    ,Z ,Q,1.35,1.35,1.35,1.35,1.35,1.35,1,1,1.00,
532035,UNISTAR MULT,XT,Q,2.47,2.47,2.47,2.47,2.47,2.60,1,847,2092.00,
532039,ZENOTECH    ,XT,Q,22.50,22.50,20.40,22.05,22.25,21.45,16,2440,51716.00,
532041,HINDUSTN BIO,X ,Q,0.85,0.85,0.85,0.85,0.85,0.85,7,1252,1064.00,
532051,SWELECT     ,B ,Q,195.30,195.95,184.05,185.30,184.05,193.00,122,885,166583.00,
532053,WALLFORT FIN,X ,Q,25.50,25.50,25.50,25.50,25.50,25.55,1,50,1275.00,
532054,KDDL LTD    ,B ,Q,322.35,332.00,313.00,331.75,332.00,314.60,13,64,20524.00,
532056,ADINATH EXIM,XT,Q,8.13,8.13,7.50,7.50,7.50,7.75,4,183,1417.00,
532067,KILPEST (I) ,X ,Q,83.25,86.90,83.00,84.00,84.00,83.65,9,106,8811.00,
532081,KSERASERA   ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,10,1.00,
532090,VANDANA     ,XT,Q,0.26,0.26,0.26,0.26,0.26,0.25,3,620000,161200.00,
532092,SAGARPROD   ,X ,Q,8.55,8.55,8.42,8.46,8.50,8.45,94,118865,1005777.00,
532097,MUKAND ENGG.,B ,Q,14.00,14.00,11.50,11.51,11.51,12.32,27,4655,58389.00,
532123,BSE  INFRA  ,B ,Q,1.14,1.20,1.00,1.00,1.00,1.14,14,11181,12133.00,
532129,HEXAWARE TEC,A ,Q,377.35,382.50,374.90,381.65,381.75,377.60,1936,51015,19336580.00,XD
532134,BANKBARODA  ,A ,Q,98.75,99.70,93.25,94.80,94.80,98.75,5711,1499563,144423044.00,
532141,ANDHRA CEMEN,B ,Q,1.94,2.03,1.90,2.03,2.03,1.94,41,37448,75454.00,
532143,SKM EGG PROD,B ,Q,38.05,39.90,36.50,37.45,36.50,35.40,129,10026,390992.00,
532144,WELCORP     ,A ,Q,114.10,116.20,112.50,113.25,113.45,115.60,255,6541,749319.00,
532145,H.S.(I) LTD.,X ,Q,6.48,6.51,6.48,6.51,6.51,6.82,2,66,428.00,
532149,BNK OF INDIA,A ,Q,66.60,67.60,64.30,65.05,65.05,66.60,1815,1006087,66579045.00,
532150,INDRAPRAST  ,B ,Q,36.70,36.90,36.20,36.35,36.20,36.85,66,28170,1024513.00,
532155,GAIL (I) LTD,A ,Q,127.95,128.45,122.10,122.50,122.50,127.35,2164,279083,35099692.00,
532159,TRESCON     ,X ,Q,73.00,73.00,70.00,70.00,70.00,70.00,6,71,5083.00,
532160,GUJ.STAT.FIN,T ,Q,1.17,1.17,1.17,1.17,1.17,1.23,2,3200,3744.00,
532162,JK PAPER    ,B ,Q,105.95,105.95,100.80,101.45,101.45,105.20,515,29475,3036306.00,
532163,SAREGAMA (I),B ,Q,352.00,352.70,330.00,334.60,330.35,355.90,101,997,343761.00,
532166,ALKA SECUR. ,XT,Q,0.20,0.20,0.20,0.20,0.20,0.20,1,2,0.00,
532173,CYBERTECH   ,B ,Q,51.30,51.35,47.05,47.65,47.55,50.00,33,2487,122294.00,
532174,ICICI BANK  ,A ,Q,414.35,418.85,410.75,412.20,412.20,417.15,5833,534561,222350315.00,
532175,CYIENT      ,A ,Q,430.90,442.55,429.40,438.05,437.50,428.85,412,5291,2319154.00,
532178,ENGINRS.(I) ,A ,Q,103.40,105.70,95.70,97.40,97.40,103.40,1850,234863,23543108.00,
532179,CORPN.BANK  ,A ,Q,18.70,18.90,18.20,18.50,18.50,18.95,139,26324,486693.00,
532180,DHANALAK.BNK,B ,Q,13.36,13.58,13.35,13.41,13.41,13.22,60,15993,215216.00,
532181,GUJ.MINERAL ,A ,Q,65.00,65.00,62.20,62.40,62.40,65.25,155,9217,583258.00,
532183,GAYATRI SUGR,XT,Q,1.43,1.50,1.43,1.50,1.50,1.43,5,900,1329.00,
532187,INDUSIND BNK,A ,Q,1385.00,1420.05,1358.50,1365.90,1365.90,1404.75,7783,188131,261543584.00,
532189,INDIA TOURIS,B ,Q,180.00,180.00,164.10,166.35,166.10,173.80,232,3642,618300.00,
532209,J & K BANK  ,A ,Q,37.85,37.85,34.60,35.45,35.20,37.25,692,102924,3675157.00,
532210,CITY UNION  ,A ,Q,200.00,202.05,198.40,199.20,198.40,199.90,174,5794,1159771.00,
532212,ARCHIES LTD ,B ,Q,18.00,18.50,17.50,17.50,17.90,19.40,40,4817,85408.00,
532215,AXIS BANK   ,A ,Q,671.00,673.85,659.80,665.00,665.00,672.20,3332,183344,122237744.00,
532217,SIEL FINANCL,XT,Q,4.54,4.54,4.54,4.54,4.54,4.63,1,10,45.00,
532218,SOUTH IND.BK,A ,Q,11.35,11.35,11.02,11.04,11.02,11.35,574,340236,3787295.00,
532219,ENERGY DEV. ,B ,Q,4.94,4.94,4.61,4.61,4.61,4.85,4,377,1788.00,
532221,SONATA SOFT.,A ,Q,320.00,320.65,311.85,314.10,314.25,320.90,242,3130,986488.00,
532230,BENGAL TEA &,X ,Q,27.80,27.80,25.20,25.20,25.20,26.50,2,11,279.00,
532234,NAT.ALUM    ,A ,Q,40.85,40.85,39.00,39.20,39.20,40.65,1056,414249,16351179.00,
532240,INDIA NIPPON,B ,Q,340.00,340.00,336.25,339.00,339.00,344.65,8,29,9826.00,
532259,APAR INDUS. ,B ,Q,543.45,549.45,529.00,531.25,529.00,550.10,75,1903,1035973.00,
532268,ACCELYA     ,B ,Q,740.55,740.55,734.00,734.25,734.00,740.55,25,189,139182.00,
532271,CYBERMATE   ,X ,Q,1.75,1.75,1.58,1.67,1.67,1.75,58,93734,152692.00,
532275,LANDMARC LEI,XT,Q,0.60,0.63,0.60,0.60,0.62,0.63,10,2610,1572.00,
532276,SYNDICATE BN,A ,Q,30.40,30.70,30.00,30.25,30.60,31.00,162,49292,1494124.00,
532281,HCL TECHNO  ,A ,Q,1094.00,1095.00,1067.15,1071.75,1069.20,1083.85,1549,339572,364352102.00,
532282,CASTEXTECH  ,T ,Q,0.57,0.57,0.55,0.55,0.55,0.57,5,2753,1537.00,
532284,TCFC FINANCE,X ,Q,20.15,21.00,20.00,20.00,20.00,21.00,13,877,17583.00,
532285,GEOJITFSL   ,B ,Q,22.60,22.75,22.50,22.70,22.75,22.60,22,3440,78009.00,
532286,JINDAL STE  ,A ,Q,103.10,104.40,97.80,98.75,99.00,104.00,4380,1009106,101156345.00,
532296,GLENMARK PHA,A ,Q,376.50,377.00,360.95,362.75,362.75,374.30,1298,39091,14526214.00,
532300,WOCKHARDT   ,A ,Q,274.30,274.30,254.00,255.50,255.50,275.15,1730,42622,11198643.00,
532301,TATA COFFEE ,B ,Q,71.60,72.00,70.70,71.15,71.60,72.25,382,19527,1395231.00,
532305,IND-SWIFT LA,B ,Q,36.40,36.90,35.00,35.80,35.80,36.05,111,54272,1960897.00,
532309,GEPIL       ,B ,Q,734.00,735.00,720.20,730.35,729.15,735.75,42,225,163251.00,
532310,SHREE RAMA  ,T ,Q,4.45,4.68,4.44,4.54,4.54,4.67,19,5170,23300.00,
532313,MAHINDRALIFE,A ,Q,378.45,378.45,371.00,373.15,371.90,387.90,52,163,60889.00,
532321,CADILA HEALT,A ,Q,219.45,220.15,211.50,213.90,213.90,219.45,1751,461389,100048484.00,
532323,SHIVA CEMENT,X ,Q,8.13,8.20,7.80,7.84,8.00,8.27,243,124200,990721.00,
532324,CINEVISTA   ,T ,Q,6.56,6.56,6.56,6.56,6.56,6.90,2,6000,39360.00,
532326,INTENS TECH ,B ,Q,24.00,26.95,23.80,24.00,24.65,24.25,9,664,15925.00,
532329,DANLAW TECH.,X ,Q,77.70,77.70,77.70,77.70,77.70,75.10,1,5,388.00,
532331,AJANTA PHARM,A ,Q,953.00,954.00,938.25,947.95,953.15,952.95,873,13705,12985813.00,
532333,HB PORTFOLIO,X ,Q,13.55,16.45,13.55,15.65,15.70,14.75,11,327,5072.00,
532334,HB ESTATE DE,X ,Q,10.28,10.30,10.12,10.12,10.12,10.28,8,1262,12967.00,
532336,BARON INFO. ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,51,9.00,
532339,COMPUCOM SOF,B ,Q,8.81,8.81,8.27,8.50,8.58,8.78,23,8344,70911.00,
532341,IZMO        ,B ,Q,28.00,29.20,27.15,27.90,27.85,28.15,39,2910,81215.00,
532342,COMMEX TECH ,X ,Q,0.22,0.22,0.22,0.22,0.22,0.23,2,200,44.00,
532343,TVS MOTOR L ,A ,Q,369.85,375.00,365.25,367.55,367.15,369.30,1257,66388,24487003.00,
532345,GATI LTD.   ,B ,Q,41.05,41.20,39.35,40.05,40.30,41.30,316,35065,1412660.00,
532348,SUBEX LTX   ,B ,Q,5.52,5.54,5.44,5.44,5.44,5.43,60,89528,488957.00,
532349,TRANSPORT CO,B ,Q,266.00,276.35,265.00,272.65,273.00,267.60,135,6226,1668043.00,
532350,PADMALAYA TE,XT,Q,1.86,1.86,1.86,1.86,1.86,1.86,1,1,1.00,
532351,AKSH OPTIFIB,B ,Q,7.20,7.23,6.20,6.65,6.52,7.38,256,64026,432320.00,
532356,TRIVENI ENGG,B ,Q,55.10,56.25,53.45,53.55,53.80,55.95,352,38381,2099795.00,
532357,MUKTA ARTS  ,B ,Q,36.80,36.80,36.55,36.55,36.55,37.60,6,225,8273.00,
532359,HITKIT GLOB ,X ,Q,0.24,0.24,0.24,0.24,0.24,0.24,1,100,24.00,
532362,NAGPUR POWER,X ,Q,25.25,27.70,25.25,27.70,27.70,26.55,4,1451,36640.00,
532365,DYNACONS SYS,B ,Q,27.45,29.90,25.80,26.00,26.00,26.15,14,826,22870.00,XD
532366,PNB GILTS   ,B ,Q,33.00,33.10,32.60,32.70,32.70,33.05,21,5830,191518.00,
532368,BCG         ,B ,Q,3.44,3.47,3.24,3.30,3.30,3.31,112,128390,435867.00,
532369,RAMCO INDS. ,B ,Q,172.65,176.45,172.65,173.30,173.30,176.00,67,1399,244353.00,
532370,RAMCO  SYSTM,B ,Q,182.40,184.20,177.25,177.50,177.50,185.05,25,234,42314.00,
532371,TATA TELESER,T ,Q,2.93,2.93,2.67,2.72,2.68,2.81,145,128813,350623.00,
532372,VIRINCHI    ,X ,Q,47.10,47.15,45.40,45.80,45.80,47.65,85,7586,350658.00,
532373,WEPSOLN     ,X ,Q,14.25,14.35,13.50,14.35,14.35,14.10,6,951,13241.00,
532374,STER TECH   ,A ,Q,134.00,135.40,129.25,130.15,130.20,134.25,1296,68891,9059561.00,
532375,TIPSINDUSTR ,B ,Q,59.85,60.20,59.00,59.00,59.00,60.05,11,152,9059.00,
532376,MRO-TEK     ,T ,Q,20.95,20.95,20.90,20.90,20.90,21.95,7,2500,52262.00,
532380,BABA ARTS   ,X ,Q,2.07,2.70,2.07,2.60,2.60,2.48,23,2475,5530.00,
532382,BALAJI TELE.,B ,Q,48.70,48.70,46.80,46.90,46.85,48.60,79,3064,145883.00,
532384,TYCHE INDS  ,X ,Q,52.50,53.30,49.05,52.10,50.40,54.65,24,5807,292188.00,
532386,CALIFORN.SOF,B ,Q,18.00,18.25,16.75,16.80,16.90,18.00,28,1313,22291.00,
532387,PRITISHN COM,B ,Q,15.00,15.00,14.90,14.90,14.90,16.10,5,480,7152.00,
532388,INDIAN OVER.,A ,Q,10.00,10.00,9.70,9.78,9.78,9.90,149,40600,399465.00,
532390,TAJ GVK HOTL,B ,Q,124.00,127.55,121.55,124.25,124.30,122.55,177,6905,861253.00,
532391,OPTO CIRCUIT,B ,Q,4.00,4.25,3.90,3.99,4.01,4.04,138,74569,301974.00,
532395,AXISCADES   ,B ,Q,61.50,61.80,60.00,61.20,61.20,61.35,281,35390,2160734.00,
532398,UMESL       ,B ,Q,1.10,1.10,1.09,1.09,1.09,1.14,5,2183,2391.00,
532400,BSOFT       ,A ,Q,60.90,60.90,57.75,60.00,60.00,60.90,908,128014,7593303.00,
532402,USGTECH     ,X ,Q,2.08,2.28,2.08,2.08,2.08,2.18,9,1041,2351.00,
532404,SAVEN TECHNO,X ,Q,16.00,16.00,15.55,15.95,16.00,15.95,12,1015,16171.00,
532406,AVANTEL LTD ,X ,Q,201.00,201.00,191.50,194.05,194.05,200.00,18,2426,483609.00,
532407,MOSCHIP     ,X ,Q,12.25,12.25,11.30,11.41,11.30,12.29,61,30608,355749.00,
532408,MEGASOFT LTD,T ,Q,6.30,6.30,6.05,6.10,6.28,6.30,27,6610,40661.00,
532410,TRANSCORP IN,X ,Q,18.25,19.00,17.55,18.24,18.50,18.99,25,1720,31274.00,
532411,VISESH INFO.,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,4,1015,192.00,
532413,CEREBRA INTE,B ,Q,22.70,23.80,22.20,22.70,22.30,23.30,336,1217739,28074289.00,
532416,MID-DAY MULT,B ,Q,12.30,12.50,11.50,11.50,11.50,11.68,11,95,1124.00,
532418,ANDHRA BANK ,A ,Q,19.00,19.10,18.15,18.35,18.35,18.95,157,32744,602575.00,
532419,SMARTLINK   ,T ,Q,85.60,85.60,81.25,81.25,81.25,85.50,15,602,49267.00,
532424,GODREJ CONS ,A ,Q,632.00,632.00,611.05,613.40,612.75,631.25,1905,36481,22547738.00,
532430,BF UTILI    ,B ,Q,173.00,175.80,166.15,167.40,166.65,173.00,2907,144220,24720350.00,
532432,UNITD SPR   ,B ,Q,597.00,597.90,561.00,578.75,578.75,578.10,7690,301672,175239486.00,
532439,OLECTRA     ,B ,Q,189.30,191.30,187.30,189.20,190.80,188.80,51,1559,295024.00,
532440,MPS LTD     ,B ,Q,466.50,470.55,444.40,448.85,444.50,470.00,49,383,176336.00,
532443,CERA SANITAR,A ,Q,2431.60,2443.65,2405.00,2415.70,2405.00,2460.25,22,72,174750.00,
532444,T. SPIRITUAL,XT,Q,0.52,0.52,0.52,0.52,0.52,0.53,1,4010,2085.00,
532454,BHARTI ARTL ,A ,Q,359.20,360.00,353.30,354.65,354.65,358.15,3395,124967,44557683.00,
532457,GULSHAN POLY,B ,Q,37.60,41.90,37.60,40.70,40.60,38.25,142,4273,171615.00,
532459,AUNDEFAZE   ,X ,Q,13.65,13.65,13.65,13.65,13.65,13.00,1,100,1365.00,
532460,PONNI SUG(ER,B ,Q,102.00,102.00,102.00,102.00,102.00,100.85,1,50,5100.00,
532461,PUNJAB NATIO,A ,Q,65.65,66.40,63.25,64.05,64.05,65.60,3030,1305033,84427616.00,
532466,ORACLE FIN  ,A ,Q,2954.50,2955.00,2832.90,2849.55,2849.55,2959.35,376,1816,5245351.00,
532467,HAZ MUL PRO ,X ,Q,0.67,0.67,0.65,0.65,0.65,0.64,4,12434,8270.00,
532468,KAMAHOLDING ,B ,Q,4655.20,4840.00,4650.00,4700.10,4700.00,4651.10,26,103,482360.00,
532475,APTECH LTD  ,B ,Q,127.00,128.00,121.85,122.70,122.75,127.65,620,33323,4150132.00,
532477,UNION BANK L,A ,Q,62.00,62.25,59.50,60.25,60.25,61.70,1347,501961,30448429.00,
532478,UNITED BREWA,A ,Q,1346.95,1346.95,1259.00,1285.45,1284.75,1318.80,2357,56331,72321578.00,
532479,ISMT LTD    ,B ,Q,4.40,4.40,3.86,3.98,3.87,4.06,16,7182,28872.00,
532480,ALLAHABAD BK,A ,Q,34.85,34.85,31.80,32.05,32.15,34.85,552,130130,4287843.00,
532481,NOIDA-TOLL B,B ,Q,3.22,3.30,3.14,3.26,3.30,3.21,22,5094,16423.00,
532482,GRANULES (I),A ,Q,93.25,94.00,90.35,91.60,91.25,93.35,552,36934,3409272.00,XD
532483,CANARA BANK ,A ,Q,225.00,226.80,218.50,220.10,219.50,225.30,2193,293253,65162881.00,
532485,BALMER LA.IN,B ,Q,433.70,433.90,428.50,430.60,430.95,432.95,213,3825,1648144.00,
532486,POKARNA LTD ,B ,Q,134.00,134.00,125.05,125.25,125.25,131.00,24,901,116535.00,
532488,DIVI'S LAB. ,A ,Q,1537.50,1540.00,1517.15,1533.60,1531.25,1520.50,647,8268,12678775.00,
532493,ASTRA MICRO ,B ,Q,75.35,75.35,73.05,73.25,73.15,75.05,357,3494,258804.00,
532497,RADICOKHAIT ,A ,Q,317.10,320.70,304.00,307.20,304.00,313.45,674,15602,4872086.00,
532498,SHRMCITYUN  ,A ,Q,1367.00,1367.00,1300.10,1312.45,1300.10,1390.85,66,106,140877.00,
532500,MARUTISUZUK ,A ,Q,6225.00,6277.55,6140.85,6222.95,6222.95,6198.75,14286,264397,1642926667.00,
532503,RAJAPAMILLS ,X ,Q,762.55,765.50,733.00,745.70,747.00,755.00,401,3215,2422559.00,
532504,NAVIN FLUORI,A ,Q,645.50,728.85,645.50,690.20,690.20,644.55,2353,26750,18751744.00,
532505,UCOBANK     ,A ,Q,15.30,15.40,14.95,15.00,15.00,15.40,177,44790,678506.00,
532507,BAG FIL MED ,B ,Q,2.85,2.95,2.82,2.89,2.89,2.90,12,1540,4389.00,
532508,JSL         ,B ,Q,28.55,29.10,27.90,28.50,28.55,29.35,131,34437,983008.00,
532509,SUPRAJIT ENG,B ,Q,180.75,185.05,178.25,182.90,182.60,180.90,105,1505,270370.00,
532511,EXCEL CROP. ,B ,Q,2516.50,2517.20,2500.00,2515.15,2513.10,2498.20,26,138,346291.00,
532513,TVSELE      ,B ,Q,120.15,122.00,114.90,115.15,116.00,120.50,285,5328,626897.00,
532514,INDRA GAS   ,A ,Q,330.00,330.00,323.85,326.20,326.20,327.15,906,28401,9252746.00,
532515,TV TODAY    ,B ,Q,300.50,305.80,298.80,302.15,302.15,301.80,358,5439,1644601.00,
532521,PALRED      ,B ,Q,20.80,21.25,20.60,20.85,20.60,21.55,83,1607,33709.00,
532522,PETRONET LNG,A ,Q,236.65,241.45,236.65,238.90,239.00,236.40,1129,78189,18749022.00,
532523,BIOCON LTD. ,A ,Q,221.00,226.60,219.40,223.30,223.30,218.25,3143,264425,59110706.00,
532524,PTC INDIA   ,A ,Q,58.90,59.60,57.85,58.15,58.00,59.25,565,62984,3685792.00,
532525,BANK MAHA   ,B ,Q,11.91,11.91,11.61,11.66,11.75,11.84,100,17204,201480.00,
532527,RK FORGINGS ,B ,Q,372.10,373.00,345.00,347.45,345.00,378.15,510,2223,794026.00,
532528,DATAM GLOB  ,B ,Q,72.65,72.65,70.15,70.90,70.15,72.05,39,1915,136089.00,
532529,NDTV        ,B ,Q,36.00,36.90,35.60,36.30,36.30,36.30,34,1077,39025.00,
532531,STAR        ,A ,Q,387.65,395.35,384.75,385.70,385.70,391.15,998,70194,27352922.00,
532532,JAIPRA      ,A ,Q,2.25,2.34,2.21,2.26,2.24,2.37,730,588360,1328309.00,
532538,ULTRATECH CM,A ,Q,4033.00,4073.45,3899.00,3923.75,3923.75,4033.45,4065,39148,156493842.00,
532539,MINDA IND   ,A ,Q,323.40,323.45,310.20,312.30,311.80,321.05,362,2922,920176.00,
532540,TCS LTD.    ,A ,Q,2187.00,2202.50,2180.95,2185.85,2185.85,2187.15,3048,64591,141747925.00,
532541,NIITTECH    ,A ,Q,1374.00,1382.35,1357.00,1366.10,1360.00,1379.50,784,16998,23280531.00,
532543,GULFPETRO   ,B ,Q,38.35,38.35,34.50,36.40,36.50,40.00,115,3310,121782.00,
532548,CENTURYPLY  ,A ,Q,132.00,134.90,131.00,131.30,131.15,133.70,143,6938,914950.00,
532553,WELENT      ,B ,Q,97.65,97.65,92.55,94.35,94.85,96.90,282,16046,1512708.00,
532555,NTPC LTD    ,A ,Q,118.60,119.60,117.55,117.95,118.35,118.00,2500,472454,55951411.00,
532604,SALSTEEL    ,B ,Q,2.72,2.72,2.55,2.60,2.60,2.77,18,13260,34760.00,
532605,JBM AUTO    ,B ,Q,155.50,157.80,148.10,148.35,149.90,149.55,90,888,134447.00,
532610,DWAR SUGAR  ,B ,Q,22.55,22.55,21.45,21.65,21.45,22.55,91,26851,586424.00,
532612,INDOCO REM  ,B ,Q,147.60,152.20,137.30,143.90,145.00,147.10,300,5933,872626.00,
532613,VIPCLOTHNG  ,B ,Q,13.35,13.35,12.21,12.37,12.37,13.22,52,6654,83221.00,
532616,XCHANGING   ,B ,Q,49.90,50.25,49.05,49.55,49.55,49.30,63,2815,140636.00,
532617,JETAIRWAYS  ,T ,Q,34.55,34.55,34.55,34.55,34.55,36.35,114,9687,334685.00,
532621,MORARJETEX  ,B ,Q,12.40,12.40,11.71,12.08,12.08,12.25,18,3638,44550.00,
532622,GATEWAY DIST,A ,Q,99.15,99.90,94.30,94.70,94.60,99.15,166,6252,605779.00,
532624,JINDALPH    ,T ,Q,15.60,15.60,15.50,15.50,15.50,16.30,3,150,2335.00,
532626,PONDY OXIDES,X ,Q,153.00,161.00,148.00,151.85,151.85,153.35,73,2720,418079.00,
532627,JPPOWER     ,B ,Q,1.68,1.70,1.59,1.68,1.69,1.73,74,226322,368022.00,
532628,3I INFOTECH ,B ,Q,1.95,1.96,1.91,1.93,1.94,1.95,20123,213387,413715.00,
532629,MCNALLYB    ,T ,Q,5.45,5.51,5.01,5.37,5.39,5.26,160,71097,372697.00,
532630,GOKALDAS    ,B ,Q,77.00,77.20,73.20,74.15,74.00,77.30,44,1261,95560.00,
532633,ALLSEC TECH ,B ,Q,262.05,265.55,262.05,265.40,265.40,274.00,4,20,5275.00,
532636,IIFL        ,A ,Q,111.90,114.50,107.00,113.30,113.40,112.90,96,2586,291238.00,
532637,MAN DRUGORG ,B ,Q,31.00,31.45,28.85,29.65,29.65,31.70,106,3798,113234.00,
532638,SHOPPER STOP,A ,Q,370.40,370.40,365.50,366.10,365.50,373.80,9,9,3307.00,
532641,NDL         ,B ,Q,28.20,28.30,27.00,27.05,27.00,28.10,40,1131,30626.00,
532642,JSWHL       ,B ,Q,2660.00,2754.00,2660.00,2675.00,2675.00,2647.50,23,61,164867.00,
532644,JK CEMENT   ,A ,Q,1025.45,1025.45,1003.00,1003.65,1003.30,1025.90,473,2078,2093729.00,
532645,BEEYU OVERSE,XT,Q,0.32,0.33,0.32,0.33,0.33,0.33,2,528,171.00,
532646,UNIPLY IND  ,T ,Q,56.90,56.95,54.00,56.45,56.50,55.00,69,26015,1458377.00,
532647,PROVOGUE IND,T ,Q,0.80,0.80,0.78,0.78,0.78,0.82,5,11434,8938.00,
532648,YES BANK    ,A ,Q,71.20,71.55,64.50,65.40,65.40,71.25,46649,15593004,1053676362.00,
532649,NECTAR LIFE ,B ,Q,13.81,13.85,13.25,13.33,13.25,14.00,114,28958,389169.00,
532650,MSP STEEL   ,B ,Q,6.44,6.44,5.43,5.43,5.43,5.85,10,2007,11089.00,
532651,SPL INDS    ,B ,Q,37.00,38.05,36.00,36.10,36.00,38.00,41,2793,101909.00,
532652,KARNATAKA BK,A ,Q,77.70,77.70,73.85,74.20,73.85,76.80,738,100851,7579842.00,
532654,MCLEOD RUSSE,T ,Q,12.30,12.30,11.19,11.29,11.29,11.77,65,9621,108416.00,
532656,FACOR ALLOYS,X ,Q,1.09,1.23,1.06,1.07,1.06,1.14,42,32994,37481.00,
532658,EON ELECT   ,B ,Q,14.00,14.00,13.03,13.99,13.99,13.70,4,40,535.00,
532659,IDFC        ,A ,Q,34.20,34.25,33.25,33.65,34.00,34.10,530,318463,10769469.00,
532660,VIVIMED LABS,B ,Q,16.00,16.20,15.40,15.45,15.45,15.95,70,14830,235528.00,
532661,RANE MADRAS ,B ,Q,220.05,229.85,214.95,215.60,215.60,224.55,54,707,153842.00,
532662,HT MEDIA    ,B ,Q,24.85,24.85,23.60,23.60,23.60,24.25,91,4783,116437.00,
532663,SASKEN      ,B ,Q,518.00,518.00,479.00,499.90,498.50,523.10,213,1480,725428.00,
532666,FCS SOFTWARE,T ,Q,0.30,0.30,0.29,0.30,0.30,0.30,44,262465,76313.00,
532667,SUZLONENERGY,A ,Q,4.43,4.44,4.24,4.30,4.29,4.44,748,1359610,5898495.00,
532668,AURIONPRO SO,B ,Q,98.95,100.20,93.95,95.95,96.50,98.65,121,1653,158509.00,
532670,RENUKA SUGAR,B ,Q,7.16,7.20,6.91,6.93,6.93,7.09,126,38916,272279.00,
532673,KM SUGARMILL,B ,Q,6.50,6.99,6.50,6.65,6.99,6.70,23,9531,62739.00,
532674,BANNARI AMMA,B ,Q,131.60,131.60,126.00,129.35,129.35,129.25,7,21,2728.00,
532678,BOMBAY RAYON,B ,Q,5.28,5.54,5.28,5.54,5.54,5.28,28,5100,28196.00,
532679,SORILINFRA  ,B ,Q,101.00,106.50,96.75,98.80,98.80,101.80,55,1579,163536.00,
532683,AIAENGINEER ,A ,Q,1625.50,1640.00,1608.20,1615.00,1608.95,1628.70,99,1329,2152873.00,
532684,EVEREST KANT,B ,Q,21.25,21.35,19.65,19.85,19.85,21.35,124,13641,278087.00,
532686,KERNEX MICRO,T ,Q,20.75,20.75,20.75,20.75,20.75,21.80,4,103,2137.00,
532687,REPRO INDIA ,B ,Q,505.00,516.70,499.20,509.05,516.70,500.55,134,255,128624.00,
532689,PVR LTD     ,A ,Q,1440.00,1475.00,1437.65,1466.05,1468.90,1447.45,1221,27271,39980304.00,
532692,RADHA MADHAV,B ,Q,4.28,4.70,4.27,4.27,4.27,4.49,162,26442,114418.00,
532693,PUNJ LLOYD  ,B ,Q,1.08,1.14,1.05,1.10,1.08,1.08,54,52576,58134.00,
532694,BARTRONICSIN,B ,Q,2.36,2.47,2.35,2.46,2.47,2.36,8,844,2059.00,
532696,EDUCOMP SOLN,Z ,Q,1.24,1.33,1.24,1.25,1.25,1.30,21,12841,16214.00,
532698,NITINSPINNER,B ,Q,49.10,49.10,48.50,49.00,49.00,50.25,11,938,45814.00,
532699,ROYALORCH   ,B ,Q,64.30,64.30,59.00,59.40,59.40,64.25,75,3724,226822.00,
532700,ENT NETWORK ,B ,Q,370.00,374.00,355.10,370.15,361.00,376.30,47,164,60228.00,
532701,CELLA       ,Z ,Q,4.00,4.00,4.00,4.00,4.00,4.00,1,100,400.00,
532702,GUJ PETRONET,A ,Q,217.40,220.00,216.40,217.25,216.70,219.40,1702,23224,5081892.00,
532705,JAGRAN PRAK ,A ,Q,67.60,70.00,67.00,69.65,69.65,70.15,42,863,59520.00,
532706,INOX LEISURE,A ,Q,283.40,287.40,274.70,275.20,274.70,283.05,170,2511,701023.00,
532707,DYNEMIC PRO ,B ,Q,125.15,125.15,120.00,121.40,122.50,122.65,75,4697,568178.00,
532708,GVK POWERINF,B ,Q,5.01,5.06,4.60,4.65,4.65,5.06,193,118980,565549.00,
532710,SADBHAV ENGG,A ,Q,126.50,126.50,120.00,122.40,121.00,125.70,181,4527,554601.00,
532712,REL COM LTD ,A ,Q,1.08,1.10,1.08,1.08,1.08,1.13,362,2594314,2803046.00,
532713,SAKUMA EXPO ,B ,Q,7.65,7.65,7.63,7.63,7.63,8.03,25,19867,151625.00,
532714,KEC INTERN  ,A ,Q,290.00,290.15,271.00,273.00,272.50,289.05,664,15960,4432620.00,
532716,GILLA ARBUT ,B ,Q,31.80,31.80,30.00,30.00,30.00,32.30,5,3100,95010.00,
532717,INDOTECHTR  ,B ,Q,77.50,80.05,77.00,77.15,77.05,81.00,17,103,8183.00,
532719,BL KASHYAP  ,B ,Q,9.50,9.50,9.30,9.43,9.43,9.43,6,3400,32213.00,
532720,M&M FINANSER,A ,Q,314.40,322.70,313.00,315.10,315.10,314.65,2065,100274,31845688.00,
532721,VISA STEEL  ,B ,Q,4.54,4.75,4.54,4.67,4.75,4.80,7,611,2826.00,
